cant_registros,costo_total,costo_promedio,duracion_promedio,distancia_promedio,dia,barrio_abordaje,barrio_destino,codigo_postal_abordaje,codigo_postal_destino
11705,282986.69999999995,24.176565570269112,16.642716787697566,2.3840358821016667,2023-09-01,Brooklyn,Brooklyn,11233,11228
27,2323.38,86.0511111111111,38.77777777777778,16.723703703703702,2022-07-01,Staten Island,Queens,10313,11371
1,155.52,155.52,0.0,35.99,2024-01-01,Staten Island,Bronx,10310,10473
46,2735.49,59.46717391304348,35.84782608695652,13.055869565217392,2022-02-01,Staten Island,Brooklyn,10306,11239
8994,352626.55000000005,39.20686568823661,25.117300422503888,5.967675116744496,2023-04-01,Brooklyn,Manhattan,11219,10279
48,2278.2700000000004,47.46395833333335,15.645833333333334,6.1379166666666665,2023-12-01,Brooklyn,Staten Island,11222,10302
2824018,62390765.800000265,22.092906560793967,13.226476955883426,1.8706586077000915,2023-12-01,Manhattan,Manhattan,10022,10257
172088,14190531.980000058,82.46090360745697,31.77593440565292,13.94638475663614,2023-12-01,Queens,Manhattan,11435,10016
24,2111.55,87.98125,25.95833333333333,12.999999999999998,2022-03-01,Bronx,Staten Island,10461,10303
4,331.07,82.7675,21.0,12.2375,2023-09-01,Staten Island,Manhattan,10310,10276
300,14818.220000000005,49.394066666666674,30.45,9.304799999999995,2022-11-01,Bronx,Queens,10471,11351
3092,75099.05,24.28817917205692,17.728007761966364,2.3355304010349283,2023-11-01,Bronx,Bronx,10455,10459
76726,5118552.089999997,66.7120935536845,28.785496441884103,11.120076766676227,2024-02-01,Manhattan,Queens,10039,11434
29,2217.790000000001,76.47551724137932,38.55172413793103,14.594137931034483,2023-08-01,Staten Island,Queens,10306,11001
378,30214.28,79.93195767195766,35.96296296296296,15.879814814814816,2022-10-01,Manhattan,Staten Island,10032,10310
58657,2305361.8,39.302415738956974,15.512828818384849,5.915404129089451,2024-02-01,Queens,Queens,11359,11419
72159,2619909.76,36.30745658892168,14.561828739311798,5.909634418437065,2023-01-01,Queens,Queens,11370,11417
348,21803.06,62.65247126436782,31.42528735632184,10.95382183908046,2022-05-01,Bronx,Brooklyn,10460,11238
13540,429619.12000000005,31.72962481536189,24.50509601181684,5.6639217134416535,2022-05-01,Brooklyn,Manhattan,11207,10199
84096,5327652.370000005,63.35203065544146,27.102002473363772,10.821298515981736,2023-01-01,Manhattan,Queens,10257,11405
85,4171.500000000001,49.076470588235296,13.658823529411764,1.4336470588235295,2022-07-01,Staten Island,Staten Island,10311,10302
44,4106.68,93.33363636363633,28.977272727272727,5.6693181818181815,2023-08-01,Staten Island,Manhattan,10301,10001
2551064,53191939.39000024,20.85088394097531,11.748802852456857,1.8536856856590025,2024-02-01,Manhattan,Manhattan,10001,10036
141310,11381801.150000036,80.54490941900809,31.94109404854575,13.788321774821314,2024-02-01,Queens,Manhattan,11425,10171
421,36388.9,86.43444180522566,34.242280285035626,16.998859857482184,2022-12-01,Manhattan,Staten Island,10006,10304
83,5242.67,63.164698795180726,32.144578313253014,15.45313253012049,2023-01-01,Brooklyn,Staten Island,11235,10314
363,37040.17999999999,102.03906336088151,36.162534435261705,24.785840220385687,2022-12-01,Queens,Staten Island,11374,10310
56,4984.2,89.00357142857142,30.339285714285715,15.39285714285714,2023-03-01,Staten Island,Manhattan,10306,10002
13,1147.25,88.25,16.615384615384617,23.403846153846157,2022-02-01,Bronx,Staten Island,10452,10307
2990960,48221831.77999137,16.12252647310274,11.73160657447776,2.0619322023698072,2022-04-01,Manhattan,Manhattan,10019,10276
170528,10317947.52000004,60.5058847813851,32.004321870895104,14.393922874835813,2022-04-01,Queens,Manhattan,11412,10103
1951,42046.220000000016,21.55111225012815,15.168631471040491,2.568595592004099,2022-01-01,Bronx,Bronx,10457,10463
2199,49269.430000000015,22.405379718053663,15.552523874488404,2.512792178262848,2022-06-01,Bronx,Bronx,10457,10475
2542140,52130932.61000012,20.506711908077488,11.096468329832346,1.9312007757243896,2023-01-01,Manhattan,Manhattan,10278,10169
156958,12565725.430000124,80.05788446590884,31.520916423501827,14.2799306820933,2023-01-01,Queens,Manhattan,11369,10026
115547,7827526.82000003,67.74322846980043,28.899798350454795,11.473522203086192,2023-05-01,Manhattan,Queens,10169,11374
48,2025.6399999999996,42.20083333333332,7.145833333333333,2.235416666666667,2022-05-01,Staten Island,Staten Island,10309,10308
33,2876.289999999999,87.16030303030301,37.333333333333336,20.468484848484856,2022-05-01,Staten Island,Bronx,10310,10466
26,2287.04,87.96307692307693,27.57692307692308,19.16192307692308,2022-06-01,Bronx,Staten Island,10468,10308
18,873.61,48.53388888888889,25.277777777777775,9.998888888888889,2024-01-01,Staten Island,Brooklyn,10314,11232
75412,2835667.889999999,37.60234299580967,15.972603829629236,5.908117938789581,2023-03-01,Queens,Queens,11105,11432
104912,6872333.860000019,65.50569868079933,27.897228153118803,10.993909466981856,2023-03-01,Manhattan,Queens,10256,11370
6360,370049.87,58.18394182389937,31.552044025157237,15.842819182389928,2022-07-01,Queens,Bronx,11415,10463
2618,127258.51000000002,48.6090565317036,30.00916730328495,9.836478227654695,2023-04-01,Brooklyn,Queens,11237,11366
418,50821.64,121.58287081339712,36.00956937799043,26.1905980861244,2023-09-01,Queens,Staten Island,11106,10309
268,28239.369999999995,105.37078358208952,36.15298507462686,18.61753731343284,2023-09-01,Manhattan,Staten Island,10014,10313
29,1574.09,54.278965517241375,4.758620689655173,1.177241379310345,2023-12-01,Staten Island,Staten Island,10304,10307
387,23884.09,61.715994832041325,30.739018087855296,12.91782945736434,2023-11-01,Bronx,Brooklyn,10470,11249
110621,7651799.059999999,69.17130617152257,29.460870901546723,11.499575397076509,2023-10-01,Manhattan,Queens,10012,11427
539,33353.109999999986,61.87961038961036,32.996289424860855,13.921428571428573,2023-12-01,Brooklyn,Bronx,11215,10463
658,40274.01999999999,61.20671732522794,32.151975683890576,15.116550151975687,2024-02-01,Bronx,Brooklyn,10461,11226
49,3594.8100000000004,73.3634693877551,36.48979591836735,9.948979591836736,2022-11-01,Staten Island,Queens,10308,11435
373,24007.259999999984,64.36262734584446,34.17962466487936,13.22227882037533,2023-01-01,Bronx,Brooklyn,10461,11213
101438,6923188.309999997,68.25044174766849,29.17258818194365,11.338838305171633,2023-11-01,Manhattan,Queens,10171,11413
361,36314.05,100.59293628808864,34.77839335180055,17.31958448753463,2023-08-01,Manhattan,Staten Island,10007,10311
598,72601.13000000003,121.40657190635454,34.16555183946488,25.925936454849516,2023-08-01,Queens,Staten Island,11360,10314
59,3591.880000000001,60.87932203389831,37.1864406779661,14.082711864406782,2023-02-01,Staten Island,Brooklyn,10312,11203
78703,3236538.590000001,41.1234462472841,17.563040798953026,6.332911070734278,2023-06-01,Queens,Queens,11356,11380
44809,2583240.439999996,57.65003548394287,31.703318529759645,13.542905666272407,2022-12-01,Queens,Brooklyn,11109,11205
2459,110967.74000000003,45.127181781211895,28.331028873525824,10.404082960553074,2022-11-01,Brooklyn,Queens,11234,11451
108261,7233662.480000016,66.81688216439915,28.899511366050564,11.334176480911868,2023-06-01,Manhattan,Queens,10257,11358
33,1075.4699999999998,32.59,5.878787878787879,1.882727272727273,2024-02-01,Staten Island,Staten Island,10304,10302
1,43.0,43.0,29.0,22.8,2024-01-01,Bronx,Staten Island,10466,10305
11040,397989.64,36.049786231884056,26.370833333333334,8.433889492753625,2022-09-01,Manhattan,Bronx,10023,10472
54,4368.829999999999,80.90425925925923,30.277777777777775,14.808888888888887,2022-11-01,Staten Island,Manhattan,10304,10174
2768110,60613898.010000125,21.89721434841828,13.038267987905105,1.838397437240572,2023-11-01,Manhattan,Manhattan,10277,10271
665,40513.23999999999,60.92216541353382,30.562406015037595,15.25135338345865,2024-02-01,Brooklyn,Bronx,11228,10472
104,3473.0000000000005,33.394230769230774,5.5673076923076925,1.657307692307692,2023-01-01,Staten Island,Staten Island,10312,10306
24,1030.8,42.95,13.708333333333334,4.417916666666667,2024-02-01,Brooklyn,Staten Island,11217,10308
29,2528.55,87.19137931034481,29.655172413793103,22.224137931034488,2022-12-01,Bronx,Staten Island,10451,10311
2690291,57735560.92000012,21.46071221291679,12.261728192229018,1.9476206997681664,2023-06-01,Manhattan,Manhattan,10022,10031
8827,283564.99,32.1247298062762,24.68460405573808,5.83608813866546,2022-11-01,Brooklyn,Manhattan,11234,10271
190440,15501308.490000105,81.39733506616312,32.58247216971225,14.1907668031926,2023-06-01,Queens,Manhattan,11369,10260
372,24267.80999999999,65.23604838709673,33.104838709677416,13.558548387096778,2023-06-01,Brooklyn,Bronx,11231,10455
62,2543.7499999999995,41.02822580645161,8.161290322580646,3.1370967741935485,2022-04-01,Staten Island,Staten Island,10304,10314
46,2323.76,50.51652173913044,9.369565217391305,2.5839130434782613,2022-02-01,Staten Island,Staten Island,10311,10313
55,2783.49,50.60890909090909,21.181818181818183,9.824909090909092,2023-07-01,Brooklyn,Staten Island,11213,10304
74906,2255603.2899999847,30.112451472512017,16.412396870744665,6.016475048727736,2022-06-01,Queens,Queens,11451,11351
58132,2488163.5899999947,42.80196088213023,25.064129911236492,9.70511989953898,2022-01-01,Manhattan,Queens,10169,11424
131574,6606339.979999998,50.21007174669766,28.26700563941204,11.160674905376442,2022-06-01,Manhattan,Queens,10026,11103
508,30704.88,60.442677165354326,32.596456692913385,9.389330708661417,2022-04-01,Brooklyn,Bronx,11231,10471
375,24255.56999999999,64.68151999999996,32.282666666666664,12.194933333333337,2023-01-01,Brooklyn,Bronx,11211,10471
69,3886.8900000000026,56.33173913043482,33.594202898550726,16.243333333333336,2022-04-01,Brooklyn,Staten Island,11228,10309
2923547,48018543.869991705,16.424755227123665,12.16875972919197,2.077186359583068,2022-06-01,Manhattan,Manhattan,10011,10026
48,2784.1600000000008,58.00333333333335,32.854166666666664,16.645416666666666,2022-02-01,Brooklyn,Staten Island,11220,10310
97,5752.300000000004,59.30206185567014,35.350515463917525,14.304742268041236,2022-06-01,Brooklyn,Staten Island,11208,10311
18,853.33,47.407222222222224,25.11111111111111,9.594444444444443,2023-12-01,Staten Island,Brooklyn,10302,11210
2098828,31434491.869996447,14.977164336475616,9.998556813612169,1.932999612164502,2022-01-01,Manhattan,Manhattan,10280,10004
174150,10627149.970000062,61.02296853287432,31.961469997128912,14.464754120011492,2022-06-01,Queens,Manhattan,11104,10269
2102,46168.490000000005,21.964077069457662,14.536631779257847,2.499714557564225,2022-07-01,Bronx,Bronx,10460,10474
365,17076.010000000006,46.783589041095915,29.471232876712328,8.268164383561642,2022-09-01,Bronx,Queens,10460,11005
2754,132069.36000000002,47.95546840958606,28.674655047204062,9.588155410312272,2023-11-01,Brooklyn,Queens,11230,11109
14100,339924.60000000003,24.10812765957447,16.696737588652482,2.6375092198581567,2023-12-01,Brooklyn,Brooklyn,11211,11203
313,19668.559999999998,62.83884984025557,34.760383386581466,10.898178913738018,2022-01-01,Brooklyn,Bronx,11238,10463
73353,2232267.869999984,30.431855138848903,16.123089716848664,6.044425313211458,2022-09-01,Queens,Queens,11431,11424
120752,6190242.47999999,51.26409897972696,28.977573870412083,11.355743341725187,2022-09-01,Manhattan,Queens,10199,11352
49478,3417796.829999997,69.07710154007836,33.37642992845305,13.48340838352399,2023-08-01,Queens,Brooklyn,11380,11209
81642,2739652.309999989,33.55689853261788,26.69458122045026,6.5362210626883215,2022-10-01,Manhattan,Brooklyn,10128,11207
46039,3207102.12,69.66055127174785,32.3995742739851,13.582618432198794,2023-03-01,Queens,Brooklyn,11369,11214
7819,317104.0900000001,40.555581276378064,26.150402864816478,5.712858421793066,2023-11-01,Brooklyn,Manhattan,11218,10177
6,224.32,37.386666666666656,19.5,9.863333333333332,2024-02-01,Staten Island,Brooklyn,10302,11225
2577245,43211511.62999319,16.766551736444608,12.751627028086192,2.064880773849596,2022-09-01,Manhattan,Manhattan,10169,10111
40,1184.9199999999996,29.62299999999999,7.599999999999999,2.442,2022-03-01,Staten Island,Staten Island,10306,10314
171135,10583151.010000056,61.84095018552637,32.19738218365618,14.590144447366107,2022-09-01,Queens,Manhattan,11370,10041
47604,2385949.5499999924,50.12077871607412,32.50653306444836,13.902973909755486,2022-10-01,Queens,Brooklyn,11375,11225
326,30121.500000000007,92.39723926380368,35.214723926380366,25.56450920245399,2022-11-01,Queens,Staten Island,11436,10303
14589,345935.6500000001,23.712087874425944,18.667146480224822,2.9419994516416472,2024-02-01,Brooklyn,Brooklyn,11223,11205
1246,51457.07,41.29780898876405,27.797752808988765,8.60615569823435,2022-01-01,Brooklyn,Queens,11225,11420
354,22340.419999999973,63.10853107344625,34.55367231638418,12.263700564971751,2022-12-01,Bronx,Brooklyn,10464,11218
64,3887.2600000000007,60.73843750000001,35.671875,15.79109375,2023-01-01,Staten Island,Brooklyn,10303,11209
2492485,51371934.5100003,20.61072965735012,11.327727147806304,1.8353749601823073,2024-01-01,Manhattan,Manhattan,10045,10260
12624,238160.7799999999,18.86571451204055,14.67680608365019,2.5721633396704693,2022-04-01,Brooklyn,Brooklyn,11216,11241
55,3396.460000000001,61.7538181818182,34.41818181818182,16.044181818181812,2022-05-01,Staten Island,Brooklyn,10305,11252
9416,229868.98,24.412593457943924,15.0589422259983,2.7095698810535263,2023-01-01,Brooklyn,Brooklyn,11211,11223
603,36780.70999999999,60.996202321724695,32.26533996683251,15.564212271973473,2024-01-01,Brooklyn,Bronx,11208,10460
348,21471.660000000007,61.700172413793126,33.91379310344828,11.71175287356322,2022-06-01,Bronx,Brooklyn,10475,11239
29,1036.3100000000002,35.734827586206904,12.758620689655173,3.883793103448276,2024-01-01,Brooklyn,Staten Island,11229,10308
9154,166108.85999999996,18.146041074939912,14.784138081712912,2.447213240113612,2022-02-01,Brooklyn,Brooklyn,11214,11202
150187,12117877.720000047,80.68526383774926,31.863183897407897,13.988914516569343,2024-01-01,Queens,Manhattan,11372,10258
5062,165499.27999999988,32.69444488344526,23.715329909126822,5.759012248123268,2022-01-01,Brooklyn,Manhattan,11217,10172
23,1959.2499999999995,85.18478260869561,36.65217391304348,20.90869565217391,2022-12-01,Staten Island,Bronx,10303,10465
1957,89757.61,45.864900357690345,28.98058252427185,9.61918753193664,2023-02-01,Brooklyn,Queens,11210,11421
109,3149.1,28.890825688073395,6.651376146788992,1.5628440366972478,2022-12-01,Staten Island,Staten Island,10307,10301
12281,423631.1500000004,34.494841625274844,25.49368943897077,8.281683087696438,2022-03-01,Manhattan,Bronx,10268,10466
6130,352417.25999999954,57.49058075040776,30.11566068515497,15.59847960848288,2022-03-01,Queens,Bronx,11360,10462
79,5224.47,66.13253164556963,17.417721518987342,2.0391139240506324,2022-06-01,Staten Island,Staten Island,10304,10302
330,20026.6,60.68666666666668,32.942424242424245,11.078424242424244,2022-07-01,Bronx,Brooklyn,10463,11238
2473,61431.149999999994,24.840739991912653,17.24828143954711,2.3229073999191265,2023-04-01,Bronx,Bronx,10460,10474
31,2594.36,83.6890322580645,23.967741935483872,19.71741935483871,2022-06-01,Staten Island,Bronx,10302,10466
2695343,56959474.570000075,21.13255143037456,11.89849195445626,1.9584303036756372,2023-04-01,Manhattan,Manhattan,10259,10002
391,44557.210000000014,113.95705882352944,35.843989769820965,19.464936061381085,2023-12-01,Manhattan,Staten Island,10213,10309
5,466.47,93.294,44.2,22.246,2022-01-01,Staten Island,Bronx,10303,10456
108628,5276777.099999985,48.57658338549899,27.630113782818427,10.965776871524834,2022-07-01,Manhattan,Queens,10087,11351
311,19056.749999999996,61.275723472668794,31.305466237942124,11.942122186495173,2022-06-01,Brooklyn,Bronx,11209,10457
186567,15069308.430000104,80.77156426377712,32.07190446327593,14.277414655324897,2023-04-01,Queens,Manhattan,11366,10281
33,2740.399999999999,83.04242424242422,34.696969696969695,22.6060606060606,2022-07-01,Staten Island,Bronx,10310,10473
2600322,41649436.75999312,16.017030490836564,11.384957709083722,2.0807563870935977,2022-07-01,Manhattan,Manhattan,10010,10003
42384,2112098.4499999946,49.83244738580584,31.655742733106838,13.711304501698756,2022-11-01,Queens,Brooklyn,11365,11243
326,20103.619999999988,61.6675460122699,33.59509202453988,11.960337423312886,2022-07-01,Brooklyn,Bronx,11225,10453
75,5629.250000000001,75.05666666666667,32.093333333333334,12.482533333333333,2022-10-01,Staten Island,Manhattan,10311,10259
45,2679.690000000001,59.54866666666669,35.044444444444444,14.525333333333332,2022-03-01,Staten Island,Brooklyn,10302,11239
2,35.07,17.535,4.0,1.66,2023-11-01,Staten Island,Brooklyn,10305,11221
1818,41271.99999999999,22.701870187018695,16.39053905390539,2.528388338833883,2022-11-01,Bronx,Bronx,10469,10455
5,440.0100000000001,88.00200000000001,39.8,10.94,2022-11-01,Bronx,Staten Island,10457,10301
362,34579.689999999995,95.52400552486185,37.01657458563536,16.426408839779018,2023-01-01,Manhattan,Staten Island,10009,10311
11833,283683.2200000002,23.97390518042764,15.306515676497929,2.6570463956731167,2023-06-01,Brooklyn,Brooklyn,11221,11232
8137,387303.1699999999,47.597784195649496,27.40358854614723,8.39380238417107,2023-09-01,Manhattan,Bronx,10199,10468
41,1716.9499999999996,41.876829268292674,2.2195121951219514,0.6392682926829267,2024-01-01,Staten Island,Staten Island,10307,10303
381,43336.02999999998,113.7428608923884,37.3753280839895,23.798188976377958,2023-01-01,Queens,Staten Island,11004,10302
12896,255521.73999999987,19.814030707196025,14.719602977667494,2.604551799007445,2022-06-01,Brooklyn,Brooklyn,11222,11218
2310,94766.76000000001,41.02457142857144,27.6965367965368,9.47894805194805,2022-07-01,Brooklyn,Queens,11238,11352
72907,2873030.9400000013,39.4067913917731,16.440725856227797,6.091692704404243,2023-04-01,Queens,Queens,11439,11359
9504,305114.34999999986,32.103782617845106,24.340067340067336,5.650894360269359,2022-07-01,Brooklyn,Manhattan,11243,10026
103198,6849983.59000002,66.37709635845677,28.607221070175775,11.274414329735071,2023-04-01,Manhattan,Queens,10020,11379
10757,515471.26,47.919611415822246,27.459049920981688,8.40774193548387,2023-05-01,Manhattan,Bronx,10041,10472
9529,443499.26,46.54205687900095,26.98835134851506,8.330991709518313,2023-08-01,Manhattan,Bronx,10005,10472
421,41071.15,97.55617577197148,36.026128266033254,16.68254156769597,2023-03-01,Manhattan,Staten Island,10162,10309
24,2021.5899999999997,84.23291666666664,28.041666666666668,26.6875,2023-04-01,Staten Island,Bronx,10313,10467
1,65.82,65.82,13.0,33.0,2023-11-01,Bronx,Staten Island,10475,10301
3662,158816.51000000007,43.36879027853634,28.197433096668487,10.10173675587111,2022-05-01,Brooklyn,Queens,11231,11354
10643,494856.02,46.49591468570891,26.225500328854647,8.325430799586584,2023-03-01,Manhattan,Bronx,10213,10452
356,32193.92,90.43235955056181,37.539325842696634,25.18132022471912,2022-10-01,Queens,Staten Island,11004,10311
6431,508828.97000000015,79.12128284870161,31.160628207121757,15.619605038096717,2023-03-01,Queens,Bronx,11439,10454
385,25310.35999999999,65.74119480519478,34.03896103896104,13.36574025974026,2023-04-01,Brooklyn,Bronx,11216,10471
78995,3208209.729999999,40.6128201784923,17.268295461738084,6.50228875245269,2023-07-01,Queens,Queens,11426,11377
89866,5819979.99000001,64.76286904947376,28.43371241626421,11.050983241715445,2023-07-01,Manhattan,Queens,10012,11104
234,14381.449999999995,61.45918803418802,34.636752136752136,11.6367094017094,2022-11-01,Bronx,Brooklyn,10474,11229
75771,3396548.399999988,44.826495624975095,26.705203837879928,9.972302991909832,2022-02-01,Manhattan,Queens,10270,11104
120538,5893798.489999991,48.895771375002,28.219159103353295,10.946378984220743,2022-04-01,Manhattan,Queens,10260,11103
19,1487.0399999999995,78.26526315789472,30.473684210526315,9.436842105263159,2022-09-01,Staten Island,Queens,10310,11373
451,25397.76,56.31432372505543,32.474501108647445,10.157804878048784,2023-05-01,Bronx,Queens,10469,11351
361,23134.599999999984,64.08476454293624,31.69529085872576,12.952770083102497,2023-07-01,Brooklyn,Bronx,11240,10465
23,1333.9900000000002,57.999565217391314,31.91304347826087,11.856521739130438,2023-08-01,Staten Island,Brooklyn,10303,11202
2356132,49682403.31000012,21.08642610431,11.829020615143804,1.940962828058868,2023-07-01,Manhattan,Manhattan,10174,10165
78930,3123429.340000001,39.57214417838592,16.90464968959838,6.035448878753326,2023-05-01,Queens,Queens,11367,11418
8687,418447.52000000014,48.169393346379664,27.360768965120293,8.697362725912285,2023-10-01,Manhattan,Bronx,10025,10462
100,5354.7300000000005,53.54730000000001,11.49,0.8980999999999997,2022-11-01,Staten Island,Staten Island,10306,10313
9,1033.88,114.87555555555554,33.44444444444444,20.87777777777778,2022-01-01,Bronx,Staten Island,10452,10310
2552132,39881318.769994006,15.626667731133818,11.130369824131352,1.98060405182804,2022-02-01,Manhattan,Manhattan,10044,10199
13118,318106.64,24.249629516694615,17.813386186918738,2.9126497941759406,2024-01-01,Brooklyn,Brooklyn,11245,11214
2242,95198.26000000008,42.461311329170414,27.949598572702943,9.724558429973236,2022-03-01,Brooklyn,Queens,11225,11364
417,25546.61999999999,61.2628776978417,30.52757793764988,12.019616306954434,2022-02-01,Brooklyn,Bronx,11228,10465
378,38131.12000000002,100.8759788359789,34.96825396825397,18.47608465608467,2023-06-01,Manhattan,Staten Island,10081,10304
4,329.25,82.3125,47.0,21.025,2022-11-01,Staten Island,Bronx,10306,10469
80632,2359707.02999998,29.265143243377075,16.349005357674372,6.280091030856237,2022-08-01,Queens,Queens,11363,11436
108208,5309597.269999987,49.0684355130858,28.330640987727335,11.087473477007252,2022-08-01,Manhattan,Queens,10002,11385
76417,3317789.1499999994,43.41689872672311,26.367941688367768,6.330808327989846,2023-05-01,Manhattan,Brooklyn,10273,11221
2027,50113.17,24.72282683769117,15.570300937345833,2.3243759250123337,2023-02-01,Bronx,Bronx,10453,10456
243,14900.859999999988,61.3204115226337,32.29218106995885,11.459341563786008,2022-11-01,Brooklyn,Bronx,11234,10467
9473,448859.59,47.38304549773039,27.000633379077374,8.40460572152433,2023-06-01,Manhattan,Bronx,10019,10457
75,4294.910000000003,57.265466666666704,31.346666666666668,14.875733333333336,2022-12-01,Staten Island,Brooklyn,10307,11222
10110,322551.12000000005,31.90416617210683,24.514638971315527,5.602858555885264,2022-03-01,Brooklyn,Manhattan,11210,10256
2597,93707.57999999993,36.08301116673082,28.92337312283404,6.645483249903734,2023-12-01,Bronx,Manhattan,10456,10285
394,31570.320000000007,80.12771573604064,35.86294416243655,15.92464467005076,2022-06-01,Manhattan,Staten Island,10005,10308
11776,276870.7,23.51143851902174,15.829398777173912,2.6775135869565223,2023-04-01,Brooklyn,Brooklyn,11210,11219
487,25659.33000000001,52.688562628336776,31.71252566735113,9.870882956878852,2023-10-01,Bronx,Queens,10468,11358
11,936.33,85.12090909090908,23.363636363636363,21.972727272727276,2023-08-01,Bronx,Staten Island,10452,10303
68872,2748214.480000001,39.90321872459056,16.19801951446161,5.78530041235916,2023-11-01,Queens,Queens,11358,11001
76272,3094865.6100000003,40.57669406859661,16.682019614013004,5.991578429830081,2023-10-01,Queens,Queens,11001,11373
9470,313359.31000000006,33.08968426610349,23.91246040126716,8.001544878563886,2022-01-01,Manhattan,Bronx,10075,10454
66844,2958706.3,44.262855304888994,26.756672251810183,6.362040721680329,2023-12-01,Manhattan,Brooklyn,10279,11208
42273,2951026.669999998,69.80878267452033,31.86584817732359,13.41681640763608,2023-12-01,Queens,Brooklyn,11362,11233
65,4310.990000000001,66.32292307692309,31.861538461538466,12.272615384615383,2022-07-01,Staten Island,Brooklyn,10308,11230
76528,5014265.309999996,65.52196986723808,28.41991166631821,10.991698218952536,2024-01-01,Manhattan,Queens,10060,11367
2142,78855.89,36.814140989729225,29.440242763772176,6.232684407096172,2023-10-01,Bronx,Manhattan,10473,10039
442,23548.62999999999,53.277443438914005,30.581447963800905,8.958619909502257,2023-09-01,Bronx,Queens,10470,11101
2037,74826.70999999998,36.73378006872852,29.21551300932744,6.240324005891017,2023-11-01,Bronx,Manhattan,10465,10039
35,1731.7900000000004,49.47971428571429,16.857142857142858,6.811428571428569,2023-11-01,Brooklyn,Staten Island,11230,10309
367,30401.67000000001,82.83833787465943,34.80653950953678,16.791362397820148,2022-09-01,Manhattan,Staten Island,10211,10303
187140,15330102.84000006,81.91783071497305,31.88457839050978,13.79657913861281,2023-11-01,Queens,Manhattan,11361,10110
65224,2906789.3,44.566253219673726,26.997148288973385,6.341885195633509,2023-11-01,Manhattan,Brooklyn,10014,11239
426,26427.88999999998,62.037300469483526,32.17605633802817,13.577629107981222,2023-11-01,Brooklyn,Bronx,11234,10462
6325,373360.44999999966,59.02932015810272,31.5000790513834,15.924766798418966,2022-09-01,Queens,Bronx,11416,10466
420,37713.13999999999,89.79319047619043,35.57380952380952,25.599261904761907,2022-09-01,Queens,Staten Island,11379,10306
1935,71789.81999999999,37.10068217054263,29.372609819121447,5.748139534883721,2023-09-01,Bronx,Manhattan,10462,10261
48744,1304826.2699999984,26.768961718365304,14.428852781880847,6.121155219103889,2022-01-01,Queens,Queens,11104,11359
9629,193699.6099999999,20.116274794890423,13.819607435870807,2.452114445944542,2022-11-01,Brooklyn,Brooklyn,11242,11210
58838,2654878.13,45.121828240252896,27.509721608484316,6.323875216696693,2023-09-01,Manhattan,Brooklyn,10174,11213
448,23842.309999999987,53.219441964285686,31.558035714285715,9.540267857142862,2023-03-01,Bronx,Queens,10453,11413
24,1611.95,67.16458333333334,27.95833333333333,16.469999999999995,2022-01-01,Brooklyn,Staten Island,11207,10303
96904,5647226.049999984,58.27650097003203,29.46302526211508,14.136259184347391,2022-01-01,Queens,Manhattan,11104,10006
59202,2181278.2400000007,36.84467146380192,15.037971690145604,5.907693996824436,2023-02-01,Queens,Queens,11352,11430
85158,5392077.940000001,63.31851311679469,27.379459357899435,10.74435144085112,2023-02-01,Manhattan,Queens,10258,11428
7149,579186.0099999999,81.01636732410125,31.719960833683032,15.9390040565114,2023-06-01,Queens,Bronx,11420,10469
36,3030.079999999999,84.16888888888886,27.027777777777775,24.13611111111111,2022-07-01,Bronx,Staten Island,10463,10312
2429955,50266096.39000022,20.686019448919925,11.39514929288814,1.9349239800737048,2023-02-01,Manhattan,Manhattan,10276,10170
368,23454.449999999983,63.734918478260816,34.08423913043478,12.97722826086956,2023-02-01,Brooklyn,Bronx,11236,10455
1602,53723.48000000002,33.5352559300874,28.579275905118603,5.534188514357052,2022-09-01,Bronx,Manhattan,10471,10069
1910,41905.33000000001,21.939963350785344,14.719895287958115,2.410842931937173,2022-05-01,Bronx,Bronx,10461,10475
2986,148015.64999999997,49.56987608841258,28.6768251841929,10.143593436034832,2022-12-01,Brooklyn,Queens,11209,11371
7,477.12000000000006,68.16000000000001,19.142857142857142,12.358571428571429,2023-12-01,Staten Island,Manhattan,10312,10022
2930905,48109104.279991515,16.41441953253057,12.174934022085328,2.079954171151916,2022-05-01,Manhattan,Manhattan,10080,10002
74277,2484157.0399999926,33.444498835440214,26.62133634907172,6.467377923179449,2022-09-01,Manhattan,Brooklyn,10152,11233
11226,264074.3900000001,23.523462497773032,16.040352752538748,2.3551728131124174,2023-11-01,Brooklyn,Brooklyn,11201,11203
44031,2206521.8299999926,50.11291658149922,32.83511616815426,13.858654130044748,2022-09-01,Queens,Brooklyn,11354,11220
395,21829.00999999999,55.26331645569618,31.448101265822785,10.222025316455698,2023-06-01,Bronx,Queens,10454,11439
2208,52235.32,23.657300724637683,16.026721014492754,2.218541666666668,2022-09-01,Bronx,Bronx,10460,10457
2005,43699.58,21.795301745635907,15.797007481296758,2.5299102244389027,2022-03-01,Bronx,Bronx,10451,10455
1679,63751.86000000001,37.97013698630138,28.51637879690292,5.814276354973198,2023-06-01,Bronx,Manhattan,10474,10272
64,2979.55,46.55546875,24.640625,10.16078125,2022-11-01,Staten Island,Brooklyn,10308,11205
72982,3171954.5200000005,43.46214847496643,26.295771560110712,6.3552029267490635,2023-06-01,Manhattan,Brooklyn,10002,11209
